1	618.0	484.3	432.0	1	638.2	511.5	305.0	1
2	622.7	479.4	429.0	1	639.7	509.4	306.0	1
3	615.9	495.3	432.0	1	633.4	505.9	307.0	1
4	621.9	473.2	431.0	1	633.7	507.4	306.0	1
5	621.1	499.3	437.0	1	635.3	499.2	310.0	1
6	624.7	466.6	426.0	1	635.5	509.5	305.0	1
7	620.2	493.8	430.0	1	634.1	506.6	307.0	1
8	643.7	494.8	432.0	1	652.2	505.7	310.0	1
9	641.7	487.4	439.0	1	646.9	490.7	311.0	1
10	645.9	479.8	437.0	1	643.2	496.4	315.0	1
11	644.0	483.2	440.0	1	648.3	490.3	311.0	1
12	643.4	493.8	435.0	1	649.6	495.1	312.0	1
13	639.5	466.6	429.0	1	645.2	490.6	307.0	1
14	633.6	476.5	436.0	2	649.4	499.2	308.0	1
15	639.9	473.0	433.0	1	643.4	493.6	307.0	1
16	635.0	486.4	438.0	2	642.1	484.8	309.0	1
17	636.7	469.6	426.0	1	653.1	498.5	313.0	1
18	641.3	476.5	441.0	1	642.5	490.1	314.0	1
19	643.0	471.4	439.0	1	640.2	484.5	316.0	1
20	639.2	473.6	440.0	1	642.2	490.0	316.0	1
21	640.1	474.2	440.0	1	646.7	493.3	320.0	1
22	637.7	475.6	440.0	1	639.7	490.5	320.0	1
23	635.0	486.9	440.0	2	619.9	463.7	332.0	1
24	617.5	733.5	229.0	2	0	0	0.0	0
25	0	0	0.0	0	0	0	0.0	0
26	0	0	0.0	0	0	0	0.0	0
27	0	0	0.0	0	0	0	0.0	0
28	543.2	818.5	248.0	0	609.1	862.1	146.0	0
29	596.5	404.2	423.0	0	594.7	395.6	336.0	0
30	597.9	458.2	441.0	1	590.6	433.4	329.0	1
31	599.0	465.5	439.0	1	592.1	442.8	327.0	1
32	612.9	471.8	444.0	1	587.4	437.2	326.0	1
33	603.3	461.8	443.0	1	593.0	449.0	315.0	1
34	630.1	484.1	450.0	1	637.9	490.5	313.0	1
35	631.7	496.6	456.0	1	637.5	487.7	316.0	1
36	630.0	508.5	464.0	1	637.9	490.2	317.0	1
37	629.5	511.1	471.0	1	634.7	488.5	326.0	1
38	633.8	515.5	483.0	2	635.1	487.8	327.0	1
39	633.5	510.7	487.0	1	639.7	491.9	334.0	1
40	628.7	500.9	494.0	1	638.5	484.0	340.0	1
41	625.5	506.7	501.0	2	629.2	463.4	343.0	1
42	646.6	387.9	489.0	1	636.6	385.0	347.0	1
43	646.2	388.2	487.0	1	642.5	385.7	348.0	1
44	640.7	385.4	488.0	1	639.8	393.1	346.0	1
45	638.9	382.2	485.0	1	643.1	389.8	345.0	1
46	640.8	384.5	484.0	1	636.9	378.5	343.0	1
47	646.6	387.6	480.0	1	641.3	386.0	341.0	1
48	555.4	370.0	470.0	2	546.8	354.7	344.0	1
49	548.6	360.5	471.0	1	536.5	343.4	341.0	1
50	543.7	360.0	470.0	1	528.9	345.7	342.0	1
51	545.4	361.1	472.0	1	533.5	349.4	340.0	1
52	540.9	359.0	466.0	1	538.9	359.1	337.0	1
53	545.2	358.8	463.0	1	540.7	354.9	336.0	1
54	547.4	357.9	473.0	1	531.9	345.0	338.0	1
55	546.4	356.0	469.0	1	533.3	343.8	337.0	1
56	544.7	357.1	466.0	1	537.8	350.1	338.0	1
57	546.4	353.5	456.0	1	531.5	338.6	334.0	1
58	543.8	357.4	460.0	1	527.7	338.7	337.0	1
59	542.4	351.7	457.0	1	530.1	343.0	334.0	1
60	544.1	353.2	459.0	1	534.9	354.9	329.0	1
61	543.5	354.4	457.0	1	528.4	346.4	331.0	1
62	539.7	353.3	457.0	1	535.3	355.2	329.0	1
63	544.2	357.0	453.0	1	532.1	348.1	326.0	1
64	540.1	358.2	457.0	1	537.6	349.9	332.0	1
65	542.0	364.7	456.0	1	528.5	334.7	326.0	1
66	540.8	363.1	455.0	1	531.1	333.9	332.0	1
67	529.2	369.0	459.0	1	511.0	343.0	330.0	1
68	526.1	369.6	458.0	1	510.4	348.5	329.0	1
69	523.6	375.9	463.0	1	515.6	354.2	329.0	1
70	521.5	372.4	462.0	1	517.6	352.1	334.0	1
71	520.7	384.4	465.0	1	512.3	346.9	335.0	1
72	521.4	374.1	464.0	1	515.3	353.9	335.0	1
73	520.6	385.7	471.0	1	516.6	349.3	332.0	1
74	517.9	383.6	474.0	1	512.9	353.7	331.0	1
75	520.3	379.7	470.0	1	512.3	340.5	335.0	1
76	521.5	378.0	480.0	1	518.0	352.8	336.0	1
77	523.4	382.9	482.0	2	516.8	353.2	332.0	1
78	520.9	391.1	488.0	2	514.3	350.5	334.0	1
79	517.1	395.0	487.0	1	514.2	345.8	337.0	1
80	514.0	390.1	496.0	1	522.6	364.1	343.0	1
81	437.9	512.5	522.0	2	445.8	487.1	343.0	1
82	417.2	646.5	530.0	1	411.7	653.2	357.0	1
83	403.9	638.8	533.0	1	412.1	656.9	356.0	1
84	411.8	653.4	535.0	1	416.5	645.4	352.0	1
85	409.7	655.2	536.0	1	415.4	656.1	358.0	1
86	406.6	639.0	530.0	1	418.2	642.4	356.0	1
87	408.2	652.3	536.0	1	416.0	653.2	356.0	1
88	404.0	646.6	537.0	1	418.9	642.6	359.0	1
89	401.2	647.2	539.0	1	415.6	656.0	361.0	1
90	403.0	640.8	535.0	1	412.5	655.7	367.0	1
91	407.1	651.3	546.0	2	422.2	818.8	356.0	1
92	407.6	656.6	548.0	2	409.3	647.5	362.0	1
93	374.2	649.1	549.0	2	372.8	649.8	368.0	1
94	350.5	651.1	555.0	1	351.4	648.8	373.0	1
95	348.9	647.0	559.0	1	348.4	652.8	379.0	1
96	351.0	642.1	561.0	1	350.2	644.1	379.0	1
