1	598.6	530.8	1011.0	1	664.2	533.4	1019.0	1
2	676.6	498.5	1015.0	1	696.7	521.2	1041.0	1
3	676.6	536.3	1019.0	1	688.0	546.3	1025.0	1
4	678.7	529.5	1014.0	1	688.5	528.9	1021.0	1
5	684.5	531.5	1022.0	1	686.5	520.5	1031.0	1
6	688.1	513.8	1024.0	1	683.4	518.0	1033.0	1
7	683.6	509.6	1017.0	1	678.2	522.8	1052.0	1
8	677.6	523.0	1030.0	1	681.1	513.3	1059.0	1
9	684.0	511.0	1028.0	1	680.8	507.5	1058.0	1
10	682.8	508.9	1034.0	1	681.4	506.5	1064.0	1
11	678.8	513.2	1028.0	1	673.9	520.1	1082.0	1
12	658.7	521.7	1028.0	1	643.6	537.3	1078.0	1
13	652.9	523.5	1043.0	1	650.8	526.6	1084.0	1
14	656.1	528.6	1044.0	1	660.2	530.5	1078.0	1
15	657.1	520.0	1060.0	1	657.2	536.0	1091.0	1
16	667.6	518.5	1069.0	1	662.5	528.2	1088.0	1
17	660.7	520.1	1075.0	1	664.4	517.3	1098.0	1
18	657.4	514.6	1088.0	1	663.4	520.0	1098.0	1
19	662.2	518.2	1084.0	1	657.9	523.6	1114.0	1
20	653.2	516.8	1102.0	1	658.9	516.0	1129.0	1
21	652.1	521.5	1097.0	1	656.0	508.5	1124.0	1
22	659.7	510.6	1112.0	1	659.6	507.6	1139.0	1
23	644.8	509.5	1115.0	1	657.5	500.9	1150.0	1
24	657.8	509.4	1119.0	1	665.5	496.2	1153.0	1
25	654.7	501.8	1138.0	1	653.6	496.9	1163.0	1
26	660.9	502.8	1127.0	1	652.5	504.8	1169.0	1
27	659.8	495.8	1132.0	1	662.4	506.4	1178.0	1
28	651.8	496.5	1149.0	1	659.9	494.7	1173.0	1
29	660.9	493.7	1137.0	1	656.2	489.2	1184.0	1
30	662.9	489.1	1148.0	1	657.5	495.5	1187.0	1
31	658.6	485.5	1163.0	1	657.4	493.6	1190.0	1
32	657.9	485.9	1164.0	1	653.2	496.8	1194.0	1
33	653.9	488.5	1167.0	1	664.3	496.2	1199.0	1
34	653.7	472.6	1165.0	1	666.9	505.5	1213.0	1
35	653.6	481.2	1175.0	1	666.4	501.5	1209.0	1
36	647.6	489.7	1181.0	1	673.0	502.6	1218.0	1
37	653.8	475.8	1181.0	1	667.6	493.3	1207.0	1
38	655.3	478.8	1179.0	1	668.2	506.4	1216.0	1
39	651.3	478.8	1178.0	1	663.1	493.5	1211.0	1
40	646.0	476.5	1177.0	1	654.3	507.3	1220.0	1
41	637.4	477.0	1180.0	1	652.1	501.7	1224.0	1
42	644.6	475.6	1177.0	1	651.0	487.1	1221.0	1
43	638.9	481.1	1187.0	2	650.7	506.1	1227.0	1
44	640.5	474.8	1187.0	2	646.4	511.7	1231.0	1
45	636.8	489.4	1191.0	2	647.2	512.9	1225.0	1
46	644.4	486.9	1202.0	2	647.2	508.3	1223.0	1
47	648.4	486.0	1192.0	2	658.8	500.4	1220.0	1
48	635.1	490.4	1182.0	2	648.4	507.2	1213.0	1
49	637.6	485.5	1180.0	2	658.6	512.9	1221.0	1
50	643.9	483.4	1180.0	2	653.5	507.6	1208.0	1
51	639.0	486.0	1186.0	2	654.2	504.4	1208.0	1
52	633.2	491.4	1183.0	2	650.2	514.3	1207.0	1
53	641.4	492.9	1187.0	2	659.7	515.7	1214.0	1
54	637.0	492.9	1181.0	2	654.8	514.6	1217.0	1
55	640.5	493.6	1180.0	2	652.1	521.5	1211.0	1
56	0	0	0	-1	0	0	0	-1
57	0	0	0	-1	0	0	0	-1
58	0	0	0	-1	0	0	0	-1
59	0	0	0	-1	0	0	0	-1
60	0	0	0	-1	0	0	0	-1
61	0	0	0	-1	0	0	0	-1
62	649.4	491.5	1232.0	2	658.3	521.5	1218.0	1
63	0	0	0	-1	0	0	0	-1
64	0	0	0	-1	0	0	0	-1
65	653.8	489.0	1225.0	2	661.9	528.4	1227.0	1
66	649.5	494.9	1231.0	2	666.5	517.0	1225.0	1
67	650.9	494.1	1239.0	2	669.7	507.8	1226.0	1
68	652.8	487.0	1226.0	2	666.6	520.8	1228.0	1
69	648.4	497.6	1223.0	2	671.9	525.7	1221.0	1
70	647.5	508.3	1234.0	2	667.9	532.9	1221.0	1
71	649.5	491.1	1234.0	2	672.2	512.9	1223.0	1
72	644.9	499.3	1234.0	2	672.8	516.5	1220.0	1
73	645.8	503.8	1234.0	2	674.4	514.7	1222.0	1
74	650.0	500.6	1231.0	2	675.2	513.3	1222.0	1
75	652.3	498.5	1236.0	2	672.6	513.9	1219.0	1
76	645.0	510.1	1224.0	2	673.2	516.1	1223.0	1
77	644.6	505.2	1226.0	2	673.4	525.9	1227.0	1
78	646.9	504.4	1227.0	2	674.9	523.3	1225.0	1
79	650.5	494.2	1219.0	2	671.4	531.5	1232.0	1
80	646.1	495.2	1236.0	2	671.5	525.7	1232.0	1
81	650.9	495.9	1241.0	2	676.2	520.7	1236.0	1
82	651.7	499.4	1256.0	2	674.7	522.1	1240.0	1
83	646.8	505.6	1272.0	2	676.2	515.6	1253.0	1
84	650.3	508.6	1273.0	2	671.4	523.2	1254.0	1
85	655.6	495.6	1268.0	2	677.1	507.5	1255.0	1
86	650.9	501.0	1279.0	2	672.8	515.3	1269.0	1
87	651.0	501.5	1288.0	2	679.4	507.0	1273.0	1
88	656.4	500.3	1290.0	2	680.8	509.2	1277.0	1
89	651.6	503.4	1297.0	2	679.9	514.0	1284.0	1
90	655.9	502.8	1308.0	2	674.6	513.3	1293.0	1
91	644.2	509.3	1318.0	2	677.2	520.3	1289.0	1
92	650.5	514.6	1312.0	2	687.1	516.0	1291.0	1
93	649.3	515.5	1334.0	2	687.2	512.0	1301.0	1
94	645.1	516.1	1325.0	2	678.8	514.0	1306.0	1
